age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,gripforce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class,height_m,bmi
41.0,M,159.4,68.2,40.5,94.0,137.0,23.9,16.0,24.0,145.0,D,1.594,26.84155923483452
60.0,F,155.6,58.8,33.0,98.0,157.0,25.1,20.1,0.0,108.0,D,1.556,24.286120234468445
23.0,M,170.0,68.2,23.0,77.0,118.0,40.0,6.6,52.0,184.0,C,1.7,23.59861591695502
26.0,F,165.9,58.0,22.5,90.0,143.0,29.0,24.1,45.0,201.0,A,1.659,21.073429638906784
30.0,M,173.2,64.4,15.1,81.0,137.0,41.6,5.2,50.0,220.0,C,1.732,21.46792611833228
33.0,M,165.6,69.2,24.5,97.0,136.0,49.1,15.8,32.0,199.0,D,1.656,25.233961119279332
45.0,M,170.2,66.3,20.1,88.0,128.0,46.1,14.5,46.0,206.0,A,1.702,22.887292340109997
54.0,M,168.4,63.3,15.3,77.0,121.0,35.2,5.9,61.0,188.0,C,1.6840000000000002,22.321302633137925
32.0,M,167.6,71.6,25.5,73.0,124.0,40.8,-5.2,24.0,207.0,D,1.676,25.489715825268707
61.0,F,155.5,62.1,30.5,92.0,152.0,26.7,22.0,10.0,115.0,C,1.555,25.682116603426355
45.0,M,178.8,81.3,22.2,97.0,148.0,39.7,13.2,52.0,213.0,C,1.788,25.43053616203474
23.0,M,176.0,83.9,22.0,77.0,133.0,37.4,22.7,61.0,230.0,B,1.76,27.085485537190085
43.0,M,164.0,63.6,25.2,97.0,147.0,45.6,19.6,52.0,231.0,A,1.64,23.64663890541345
46.0,M,172.8,64.9,12.0,78.0,123.0,51.6,20.0,49.0,234.0,A,1.7280000000000002,21.734878686556925
31.0,F,167.0,58.1,27.4,84.0,121.0,22.3,14.9,19.0,142.0,C,1.67,20.832586324357276
23.0,M,168.4,55.6,6.6,94.0,134.0,49.5,16.9,51.0,204.0,B,1.6840000000000002,19.606073086926838
30.0,M,176.2,76.1,20.4,75.0,121.0,47.3,11.5,60.0,201.0,C,1.7619999999999998,24.51166703815317
31.0,M,174.6,72.0,15.7,60.0,106.0,46.6,21.9,40.0,219.0,C,1.746,23.6180489129793
34.0,M,177.0,66.7,12.1,93.0,149.0,38.1,16.6,49.0,184.0,B,1.77,21.29017842893166
47.0,M,177.1,77.9,23.4,97.0,157.0,43.0,16.1,40.0,207.0,C,1.771,24.83706851173034
30.0,M,167.9,74.5,19.4,84.0,136.0,49.7,22.5,50.0,224.0,A,1.679,26.427426915749006
56.0,F,160.1,61.0,28.0,81.0,120.0,26.3,15.5,10.0,151.0,C,1.601,23.798367744082498
56.0,M,162.0,73.6,30.5,76.0,134.0,38.8,15.6,21.0,176.0,D,1.62,28.044505410760546
25.0,F,162.6,63.0,31.2,75.0,129.0,32.8,21.6,38.0,164.0,A,1.626,23.82865157064855
60.0,M,167.8,68.6,19.8,60.0,106.0,37.4,13.6,28.0,187.0,B,1.6780000000000002,24.363529430149114
23.0,F,163.2,59.1,33.9,92.0,124.0,28.9,20.7,34.0,160.0,B,1.632,22.18948241061131
26.0,F,162.0,60.4,29.9,68.0,103.0,26.5,26.5,36.0,175.0,B,1.62,23.014784331656756
58.0,F,153.7,54.1,27.8,92.0,158.0,23.1,16.3,18.0,148.0,B,1.537,22.900740739486512
37.0,M,179.0,87.1,23.4,79.0,143.0,58.3,22.2,63.0,236.0,C,1.79,27.18392060172903
29.0,M,167.5,76.2,18.7,81.0,134.0,54.3,16.6,61.0,254.0,A,1.675,27.159723769213635
30.0,M,178.5,76.0,18.1,90.0,145.0,42.9,7.0,50.0,221.0,C,1.785,23.852678326232454
54.0,M,178.3,76.7,22.3,77.0,122.0,43.9,14.7,32.0,185.0,B,1.7830000000000001,24.12640854030824
38.0,M,171.5,66.3,19.4,85.0,150.0,47.2,10.9,42.0,214.0,B,1.715,22.541628063136955
26.0,M,175.2,85.3,14.7,91.0,156.0,61.3,20.5,57.0,266.0,A,1.7519999999999998,27.789506057004655
22.0,M,169.2,70.2,17.5,99.0,143.0,43.9,25.6,61.0,254.0,B,1.692,24.52089935113928
37.0,M,169.0,74.3,24.2,97.0,154.0,47.3,17.0,37.0,206.0,C,1.69,26.014495290781138
59.0,F,151.2,63.7,45.1,53.0,129.0,20.8,5.5,0.0,89.0,D,1.5119999999999998,27.863511659807966
30.0,M,174.0,70.6,12.3,81.0,139.0,49.0,18.2,60.0,237.0,A,1.74,23.318800369929974
59.0,M,168.1,61.9,22.1,79.0,123.0,35.0,17.4,28.0,168.0,C,1.681,21.90560348168157
41.0,M,173.1,66.7,19.7,69.0,112.0,35.3,-3.1,52.0,206.0,D,1.7309999999999999,22.260335119833698
40.0,F,158.5,52.7,32.3,86.0,141.0,28.9,10.7,26.0,145.0,C,1.585,20.977420414174688
45.0,M,169.8,71.0,24.6,82.0,143.0,37.2,10.3,31.0,227.0,C,1.6980000000000002,24.625382040257985
30.0,M,180.1,73.1,12.92922,79.0,125.0,58.1,19.1,54.0,225.0,C,1.801,22.53668068298166
21.0,M,177.2,64.5,7.7,69.0,125.0,37.2,10.9,54.0,237.0,C,1.7719999999999998,20.541505943979338
28.0,M,169.1,86.0,19.2,84.0,128.0,63.0,23.4,57.0,247.0,A,1.6909999999999998,30.07538780638865
22.0,F,169.3,62.3,25.6,58.0,106.0,30.6,16.4,35.0,160.0,B,1.693,21.735724984116867
64.0,F,157.7,74.8,49.2,79.0,149.0,22.9,14.7,4.0,125.0,D,1.577,30.07725592487763
28.0,F,158.1,58.6,29.9,79.0,117.0,21.1,-6.2,23.0,130.0,D,1.581,23.44411678690778
26.0,F,166.6,55.9,24.5,79.0,121.0,25.4,17.7,30.0,160.0,B,1.666,20.14010886467432
35.0,F,159.2,46.8,18.2,83.0,134.0,20.0,16.5,39.0,153.0,B,1.5919999999999999,18.465442791848695
55.0,F,166.0,68.6,28.4,82.0,123.0,29.9,16.6,24.0,171.0,B,1.66,24.894759761939323
26.0,M,169.2,56.5,13.9,93.0,143.0,45.8,21.1,53.0,236.0,A,1.692,19.735481671500988
37.0,M,169.8,66.9,24.2,70.0,110.0,37.8,15.5,37.0,213.0,C,1.6980000000000002,23.20335293652478
22.0,F,163.4,58.7,23.3,62.0,112.0,25.8,28.5,34.0,179.0,B,1.6340000000000001,21.985381032496413
35.0,M,171.7,72.3,25.3,91.0,151.0,35.8,14.8,50.0,230.0,A,1.7169999999999999,24.524361374436122
60.0,F,159.3,59.9,26.4,99.0,156.0,22.0,13.8,9.0,102.0,C,1.5930000000000002,23.604525290928724
24.0,M,176.0,77.2,21.0,71.0,141.0,46.9,8.5,57.0,223.0,C,1.76,24.922520661157026
26.0,M,177.5,79.2,22.9,82.0,126.0,57.1,9.5,51.0,234.0,C,1.775,25.137869470343187
42.0,F,157.0,76.8,41.2,96.0,136.0,26.1,12.1,14.0,113.0,D,1.57,31.157450606515475
45.0,F,157.9,54.5,24.7,66.0,98.0,29.9,23.3,28.0,151.0,C,1.579,21.859098258050466
56.0,M,177.4,76.7,24.7,86.0,148.0,40.0,13.9,33.0,192.0,C,1.774,24.371829596743133
36.0,M,173.6,74.1,17.1,84.0,134.0,50.5,8.9,35.0,238.0,C,1.736,24.587748731126165
37.0,M,173.1,77.3,20.1,75.0,135.0,44.5,17.1,48.0,174.0,C,1.7309999999999999,25.797959591651345
47.0,F,158.5,74.7,43.7,72.0,134.0,26.3,11.1,13.0,132.0,D,1.585,29.734597816676455
31.0,M,174.8,67.8,17.8,71.0,123.0,46.9,17.2,50.0,234.0,A,1.7480000000000002,22.189465305887335
60.0,F,163.6,69.0,40.7,75.0,118.0,19.4,-2.2,9.0,112.0,D,1.636,25.779975012105382
59.0,M,181.0,91.5,26.9,96.0,152.0,45.1,3.7,29.0,200.0,D,1.81,27.92955038002503
26.0,M,170.6,59.4,17.7,81.0,141.0,35.4,16.5,58.0,235.0,B,1.706,20.409313243788905
24.0,M,174.0,76.5,20.3,83.0,123.0,50.4,19.2,45.0,225.0,C,1.74,25.267538644470868
49.0,M,172.5,66.8,15.5,79.0,114.0,39.9,15.6,51.0,182.0,A,1.725,22.449065322411254
26.0,M,179.0,81.72,24.4,80.0,131.0,42.9,10.0,42.0,189.0,C,1.79,25.504821946880558
60.0,M,168.9,68.0,17.3,81.0,150.0,42.7,13.4,31.0,191.0,A,1.689,23.836891164610908
30.0,M,174.5,78.9,25.0,84.0,141.0,45.6,4.5,47.0,203.0,D,1.745,25.911117314307763
24.0,M,173.8,70.0,13.2,78.0,122.0,45.1,24.2,49.0,235.0,B,1.7380000000000002,23.1738662351472
46.0,M,170.0,71.0,21.0,76.0,120.0,54.2,11.7,37.0,212.0,B,1.7,24.56747404844291
47.0,M,173.9,77.0,21.2,82.0,130.0,54.8,5.6,42.0,199.0,C,1.739,25.46194414839882
55.0,M,167.0,80.4,28.5,85.0,137.0,34.1,-5.8,25.0,178.0,D,1.67,28.828570404101978
61.0,M,167.0,56.3,18.3,63.0,122.0,29.2,13.5,31.0,188.0,A,1.67,20.18717056904156
31.0,M,183.2,80.4,11.6,98.0,156.0,44.1,26.4,51.0,263.0,B,1.8319999999999999,23.955492839572095
42.0,M,175.7,74.3,19.8,86.0,140.0,39.7,22.0,44.0,235.0,A,1.757,24.068293052685593
61.0,M,171.5,64.3,19.8,92.0,152.0,42.5,10.7,27.0,160.0,B,1.715,21.861639282951828
24.0,F,159.2,55.9,28.2,73.0,123.0,27.1,26.4,48.0,188.0,A,1.5919999999999999,22.055945556930386
21.0,M,171.0,67.0,21.0,65.0,109.0,42.0,15.5,60.0,209.0,B,1.71,22.91303307000445
63.0,M,172.2,63.0,19.0,99.0,157.0,33.9,13.1,17.0,159.0,D,1.722,21.245857057873714
58.0,F,151.9,54.8,36.7,65.0,115.0,17.2,5.9,15.0,103.0,D,1.5190000000000001,23.750076385966477
42.0,F,152.3,52.8,25.9,78.0,122.0,24.8,17.2,55.0,166.0,B,1.5230000000000001,22.763242020254967
26.0,M,172.5,63.2,17.5,96.0,152.0,35.1,19.9,57.0,243.0,A,1.725,21.2392354547364
51.0,F,163.9,52.82,15.7,74.0,116.0,32.1,20.7,30.0,164.0,A,1.639,19.662579416235065
24.0,M,173.3,68.0,14.5,80.0,120.0,48.1,15.0,55.0,230.0,B,1.733,22.641843658735468
31.0,M,181.6,87.5,16.2,87.0,111.0,56.6,22.1,56.0,215.0,A,1.8159999999999998,26.53238952822683
47.0,M,172.5,71.5,19.5,73.0,119.0,38.1,14.2,50.0,200.0,C,1.725,24.028565427431207
25.0,F,166.6,76.7,32.7,72.0,115.0,30.4,11.3,24.0,139.0,D,1.666,27.63410286083221
25.0,M,175.0,72.4,17.8,63.0,109.0,42.8,2.9,45.0,214.0,D,1.75,23.640816326530615
43.0,F,159.8,54.8,24.0,71.0,114.0,25.6,17.1,25.0,137.0,B,1.598,21.4598661342949
51.0,M,163.3,69.0,22.8,82.0,122.0,45.1,5.0,40.0,180.0,C,1.633,25.874783298689874
36.0,M,164.4,70.2,26.3,77.0,123.0,42.5,6.5,46.0,213.0,D,1.6440000000000001,25.973680004262345
32.0,M,173.8,72.3,28.6,95.0,155.0,50.4,15.6,49.0,225.0,A,1.7380000000000002,23.935293268587753
25.0,M,166.3,53.9,12.8,89.0,142.0,35.7,17.0,54.0,240.0,A,1.663,19.489660174813935
22.0,F,157.5,57.4,31.4,63.0,127.0,26.3,16.1,41.0,191.0,B,1.575,23.139329805996475
61.0,M,173.5,68.8,18.1,82.0,146.0,40.1,14.4,28.0,181.0,B,1.735,22.85543439443895
36.0,M,182.0,73.1,21.5,87.0,119.0,57.8,22.5,60.0,249.0,A,1.82,22.06859074990943
21.0,M,167.1,63.7,12.7,76.0,122.0,48.0,19.2,57.0,232.0,A,1.671,22.81321705397206
34.0,M,179.6,81.4,18.1,85.0,141.0,57.9,19.4,52.0,234.0,A,1.796,25.235489903323895
29.0,M,173.6,102.8,35.5,90.0,126.0,54.6,1.8,36.0,203.0,D,1.736,34.11093886045573
27.0,M,158.0,49.7,25.9,83.0,116.0,23.7,8.0,43.0,147.0,C,1.58,19.908668482614964
27.0,F,155.0,57.3,27.9,72.0,123.0,31.2,19.7,34.0,176.0,A,1.55,23.850156087408944
21.0,M,172.5,72.4,20.4,65.0,123.0,38.2,11.2,50.0,229.0,B,1.725,24.331022894349925
54.0,F,160.5,63.8,35.7,81.0,132.0,19.8,7.8,22.0,137.0,D,1.605,24.766840383924844
60.0,M,168.9,55.6,14.2,65.0,107.0,41.7,15.5,32.0,182.0,A,1.689,19.490163952240685
40.0,F,161.4,45.8,21.7,62.0,119.0,22.1,16.0,32.0,165.0,B,1.614,17.581600893053192
21.0,M,177.5,71.4,16.3,77.0,128.0,39.7,6.0,61.0,275.0,D,1.775,22.662170204324543
29.0,M,178.6,78.7,16.1,73.0,120.0,42.4,24.7,70.0,232.0,B,1.786,24.672424192644293
24.0,M,178.7,76.1,15.9,83.0,133.0,40.2,16.7,61.0,240.0,A,1.787,23.83063153678764
57.0,F,151.9,60.6,37.6,87.0,151.0,24.9,9.2,28.0,134.0,D,1.5190000000000001,26.263770601999425
34.0,M,167.3,76.0,27.6,81.0,135.0,35.5,13.0,46.0,239.0,D,1.673,27.15324325840348
23.0,M,176.1,76.1,23.4,72.0,136.0,43.2,17.2,59.0,253.0,A,1.761,24.53951329212888
47.0,M,169.7,75.7,23.1,83.0,138.0,43.7,9.7,52.0,206.0,B,1.6969999999999998,26.28646552601232
51.0,M,167.4,59.5,15.6,61.0,104.0,37.5,10.8,48.0,209.0,B,1.6740000000000002,21.232740814966117
29.0,M,167.0,64.0,17.3,68.0,103.0,31.0,17.1,49.0,233.0,B,1.67,22.948115744558788
25.0,M,179.8,83.5,27.9,98.0,144.0,35.7,11.1,38.0,195.0,D,1.798,25.82897076346107
26.0,M,170.8,61.72,21.6,73.0,117.0,33.5,29.1,54.0,244.0,B,1.7080000000000002,21.156809942466634
23.0,F,170.2,68.0,32.8,65.0,110.0,34.3,20.0,37.0,181.0,A,1.702,23.474145989856407
29.0,M,173.0,72.1,22.8,77.0,110.0,50.8,-3.4,35.0,220.0,D,1.73,24.09034715493334
39.0,F,160.6,49.9,26.8,54.0,105.0,22.6,15.3,27.0,150.0,B,1.6059999999999999,19.346814327963788
22.0,F,163.0,57.44,21.1,83.0,129.0,28.7,32.4,43.0,195.0,A,1.63,21.619180247657045
21.0,M,170.1,66.7,17.4,83.0,130.0,48.2,27.8,56.0,238.0,A,1.7009999999999998,23.0524562616796
61.0,M,171.5,73.8,29.2,64.0,125.0,41.2,12.9,28.0,152.0,B,1.715,25.09158598883118
26.0,F,168.5,62.8,26.38361,78.0,132.0,34.6,31.7,44.0,184.0,A,1.685,22.11871197245727
25.0,M,166.8,64.6,17.0,98.0,138.0,39.5,13.9,54.0,222.0,B,1.6680000000000001,23.218835003939287
44.0,M,169.5,75.6,24.6,99.0,147.0,38.1,7.6,38.0,205.0,C,1.695,26.31372856135954
30.0,F,158.3,51.5,24.8,59.0,113.0,26.7,26.0,53.0,156.0,A,1.5830000000000002,20.55158867771078
43.0,M,168.1,70.5,27.0,79.0,123.0,42.6,14.8,50.0,220.0,A,1.681,24.949031429055747
29.0,F,166.3,53.8,22.9,78.0,124.0,29.8,18.7,55.0,168.0,A,1.663,19.453501250556393
37.0,F,160.0,61.2,35.3,91.0,129.0,27.1,24.4,28.0,164.0,B,1.6,23.906249999999996
62.0,F,152.0,55.6,43.0,69.0,145.0,21.3,12.9,13.0,131.0,C,1.52,24.065096952908586
62.0,F,151.6,47.0,21.3,72.0,129.0,15.8,11.5,23.0,133.0,D,1.516,20.450289262814934
40.0,F,159.1,51.9,25.2,77.0,141.0,30.4,27.9,52.0,182.0,A,1.591,20.50345259969162
23.0,F,165.6,64.8,25.0,79.0,127.0,30.6,19.6,39.0,205.0,B,1.656,23.629489603024574
41.0,M,174.3,79.0,25.9,80.0,146.0,40.6,-16.9,47.0,205.0,D,1.743,26.003530555300454
23.0,M,178.0,74.4,21.9,91.0,133.0,35.9,15.2,40.0,235.0,D,1.78,23.481883600555488
64.0,F,158.7,51.6,34.0,61.0,123.0,21.5,15.2,11.0,125.0,D,1.587,20.487824633750357
33.0,M,179.4,65.9,17.0,64.0,120.0,41.6,17.8,41.0,231.0,C,1.794,20.475783890063372
23.0,M,178.4,75.4,13.0,66.0,111.0,55.7,20.0,52.0,248.0,B,1.784,23.690904703492933
21.0,M,171.4,68.7,18.1,69.0,131.0,49.1,20.9,51.0,211.0,B,1.714,23.384877642967723
59.0,F,163.1,61.4,35.3,80.0,136.0,29.1,24.0,28.0,152.0,C,1.631,23.081309740275117
22.0,M,184.4,82.5,16.6,82.0,114.0,58.1,18.2,74.0,273.0,B,1.844,24.26230819542539
31.0,M,181.2,86.8,20.7,60.0,126.0,58.2,18.4,50.0,238.0,A,1.8119999999999998,26.436462338396467
50.0,M,163.4,60.8,13.9,62.0,118.0,43.8,19.1,47.0,216.0,A,1.6340000000000001,22.771910847969025
21.0,F,159.6,53.3,22.9,80.0,135.0,25.5,24.5,74.0,201.0,A,1.5959999999999999,20.92480574870761
64.0,M,167.5,78.1,31.2,94.0,153.0,39.1,-8.3,24.0,126.0,D,1.675,27.83693472933838
49.0,F,155.8,54.2,29.6,47.0,102.0,24.9,18.5,32.0,161.0,B,1.558,22.3287483871393
42.0,M,172.6,75.4,14.4,64.0,141.0,48.4,19.3,46.0,203.0,B,1.726,25.30986117843251
22.0,M,172.0,70.0,15.0,85.0,122.0,40.3,14.1,55.0,230.0,B,1.72,23.661438615467823
27.0,M,178.2,82.1,16.2,75.0,120.0,49.3,16.5,55.0,229.0,A,1.7819999999999998,25.854000788531284
41.0,M,167.8,69.6,17.5,86.0,131.0,49.0,22.8,64.0,213.0,A,1.6780000000000002,24.718682920384524
58.0,M,172.9,82.5,26.2,81.0,159.0,45.8,3.2,15.0,170.0,D,1.729,27.597132708088232
24.0,M,168.2,72.0,18.6,82.0,135.0,43.8,24.2,63.0,226.0,B,1.682,25.449573790332273
54.0,M,178.3,77.6,22.1,72.0,121.0,54.1,-1.9,37.0,167.0,D,1.7830000000000001,24.409508510142363
50.0,F,152.5,39.3,22.2,69.0,121.0,21.6,12.7,1.0,109.0,D,1.525,16.898683149690946
35.0,M,168.6,59.0,16.3,79.0,132.0,32.8,20.6,53.0,238.0,B,1.686,20.75567544596559
59.0,M,169.3,70.8,26.1,83.0,122.0,37.7,8.9,25.0,172.0,C,1.693,24.70127333668498
37.0,M,178.3,72.4,17.5,81.0,131.0,43.1,18.0,40.0,249.0,B,1.7830000000000001,22.773819795545197
36.0,F,155.9,50.2,24.9,80.0,142.0,25.0,10.1,23.0,118.0,C,1.5590000000000002,20.654347843081265
36.0,M,174.8,77.9,24.0,76.0,124.0,49.1,12.5,44.0,223.0,B,1.7480000000000002,25.494975624315984
27.0,M,175.3,77.0,9.9,70.0,135.0,51.0,17.9,67.0,259.0,B,1.7530000000000001,25.056874223277575
47.0,M,171.0,72.64,20.6,89.0,151.0,45.8,18.0,45.0,205.0,B,1.71,24.84183167470333
41.0,M,175.9,89.9,22.7,81.0,127.0,51.5,13.1,44.0,208.0,C,1.7590000000000001,29.05547721601341
24.0,M,176.3,69.2,14.1,74.0,121.0,42.1,10.9,53.0,216.0,C,1.7630000000000001,22.263911647017903
26.0,F,156.5,50.8,30.0,77.0,118.0,27.8,25.2,42.0,194.0,A,1.565,20.741254886749893
28.0,M,169.4,77.3,18.2,73.0,137.0,36.5,17.6,54.0,230.0,C,1.694,26.93721433659182
57.0,F,148.0,52.1,35.0,80.0,127.0,19.9,17.7,17.0,113.0,B,1.48,23.785609934258584
62.0,M,171.2,62.5,22.8,78.0,123.0,41.0,4.3,21.0,177.0,C,1.712,21.32418770198271
24.0,F,164.1,59.3,24.4,72.0,118.0,32.5,21.0,51.0,173.0,A,1.641,22.021025065719577
34.0,F,161.0,49.1,25.4,84.0,122.0,22.7,21.8,31.0,153.0,B,1.61,18.94217044095521
28.0,F,158.0,45.1,26.3,55.0,114.0,23.6,18.2,30.0,153.0,B,1.58,18.06601506168883
56.0,M,172.8,67.5,20.8,78.0,144.0,35.0,16.6,41.0,199.0,B,1.7280000000000002,22.60561342592592
62.0,M,168.7,62.6,21.2,74.0,121.0,34.1,19.3,25.0,170.0,B,1.6869999999999998,21.99602314712494
37.0,M,168.0,72.7,21.4,91.0,132.0,43.3,14.3,47.0,218.0,C,1.68,25.75821995464853
22.0,F,156.5,44.5,25.3,64.0,107.0,21.7,17.7,42.0,155.0,B,1.565,18.16901264685768
25.0,M,168.0,61.4,15.4,72.0,125.0,41.7,-10.4,46.0,160.0,D,1.68,21.754535147392293
21.0,M,178.2,69.2,10.3,68.0,115.0,39.2,20.2,45.0,213.0,C,1.7819999999999998,21.791679105558647
43.0,M,179.7,65.3,11.4,81.0,137.0,34.4,8.8,40.0,186.0,C,1.797,20.22167038429535
56.0,F,156.6,52.4,23.8,80.0,122.0,22.4,24.1,25.0,141.0,A,1.5659999999999998,21.367207697414244
60.0,M,165.9,61.9,10.3,77.0,150.0,42.3,22.1,45.0,215.0,A,1.659,22.490436114626377
43.0,F,165.0,51.9,24.0,93.0,141.0,32.1,21.7,38.0,175.0,A,1.65,19.0633608815427
23.0,M,173.9,65.9,10.1,86.0,129.0,42.0,16.3,55.0,185.0,B,1.739,21.791456095837432
61.0,F,154.7,54.1,30.6,67.0,115.0,19.3,24.8,12.0,117.0,C,1.547,22.605631183904126
35.0,M,172.0,87.1,26.0,80.0,120.0,31.0,3.4,36.0,188.0,D,1.72,29.44159004867496
29.0,M,174.3,74.4,15.7,85.0,159.0,52.2,15.7,41.0,232.0,C,1.743,24.489400928029795
60.0,F,156.1,62.62,36.7,65.0,122.0,30.2,21.8,19.0,150.0,A,1.561,25.698469377495414
26.0,M,163.1,64.8,30.4,92.0,129.0,31.2,14.8,42.0,182.0,C,1.631,24.359427869215434
48.0,M,174.2,87.0,23.5,98.0,150.0,37.1,10.8,26.0,215.0,D,1.742,28.669686979744043
49.0,M,173.0,84.7,23.6,110.0,155.0,34.3,12.2,32.0,180.0,D,1.73,28.30031073540713
57.0,M,171.6,82.0,20.7,86.0,138.0,44.6,9.2,33.0,224.0,C,1.716,27.847055819083792
21.0,M,177.0,94.1,23.9,80.0,139.0,56.2,14.8,50.0,185.0,C,1.77,30.03606881802802
33.0,M,181.1,80.3,11.6,74.0,111.0,54.2,22.5,55.0,264.0,A,1.811,24.483789932131423
23.0,M,170.3,79.8,21.5,75.0,135.0,57.0,17.9,55.0,241.0,A,1.703,27.515258383102733
38.0,F,166.4,52.4,27.6,80.0,115.0,31.0,25.0,38.0,181.0,A,1.6640000000000001,18.924509985207095
56.0,F,150.2,60.1,38.7,86.0,128.0,24.0,23.2,23.0,113.0,D,1.5019999999999998,26.64002368790127
31.0,F,167.8,52.8,24.4,61.0,111.0,21.6,5.5,30.0,166.0,D,1.6780000000000002,18.75210428442964
28.0,M,171.7,80.2,18.7,77.0,122.0,50.7,19.0,58.0,241.0,B,1.7169999999999999,27.204063378005216
21.0,M,174.4,64.6,17.7,59.0,121.0,41.3,21.3,48.0,256.0,B,1.744,21.239268580085852
63.0,F,153.4,47.3,26.0,101.0,171.0,21.0,11.9,16.0,111.0,C,1.534,20.100664809302906
37.0,M,165.0,58.4,17.4,68.0,119.0,34.0,9.5,46.0,206.0,B,1.65,21.45087235996327
26.0,F,150.6,56.2,32.0,90.0,141.0,30.0,25.4,49.0,177.0,A,1.506,24.779148126396585
30.0,M,184.0,84.6,15.8,74.0,131.0,55.1,19.5,48.0,245.0,B,1.84,24.988185255198484
52.0,F,157.9,73.2,39.8,70.0,117.0,21.6,15.0,10.0,136.0,D,1.579,29.359376008977875
40.0,F,161.2,56.88,27.8,80.0,120.0,27.8,16.4,22.0,153.0,C,1.6119999999999999,21.889181018293325
43.0,M,168.6,69.7,27.5,82.0,114.0,33.4,-10.3,25.0,193.0,D,1.686,24.51984031497969
27.0,F,166.0,60.4,29.1,65.0,117.0,35.7,14.0,47.0,169.0,B,1.66,21.91900130643054
35.0,M,169.8,71.6,22.2,73.0,132.0,51.0,2.7,28.0,212.0,D,1.6980000000000002,24.833483860316502
45.0,M,173.7,72.4,15.1,73.0,146.0,46.3,21.8,53.0,225.0,A,1.7369999999999999,23.99600420128936
21.0,M,173.9,74.08,23.5,80.0,130.0,32.7,20.6,43.0,222.0,C,1.739,24.49637431835564
24.0,M,180.9,77.6,13.5,64.0,132.0,50.5,20.7,50.0,219.0,B,1.8090000000000002,23.712895506497972
57.0,F,148.4,62.5,48.1,66.0,109.0,15.8,4.0,0.0,85.0,D,1.484,28.379988520862245
57.0,F,149.1,56.0,30.6,92.0,152.0,25.7,27.8,12.0,130.0,C,1.4909999999999999,25.19026522200496
29.0,M,176.9,74.3,18.2,79.0,122.0,47.1,7.6,64.0,219.0,C,1.7690000000000001,23.742866355144066
27.0,F,160.8,53.1,26.7,68.0,115.0,25.9,24.2,32.0,175.0,B,1.608,20.536310982401424
37.0,M,166.1,70.8,16.7,99.0,158.0,50.6,18.6,55.0,255.0,A,1.661,25.662206348061435
31.0,M,160.4,63.1,16.7,88.0,130.0,44.9,15.8,49.0,273.0,A,1.604,24.525655934975525
21.0,M,169.5,58.2,15.4,88.0,135.0,42.0,16.0,45.0,211.0,C,1.695,20.25739420993552
60.0,M,159.2,69.2,20.5,96.0,143.0,47.8,7.6,33.0,206.0,B,1.5919999999999999,27.303603444357474
22.0,F,157.1,52.1,31.3,78.0,122.0,24.0,22.8,47.0,174.0,A,1.571,21.109860006377527
62.0,F,154.0,55.1,34.1,84.0,143.0,16.7,18.4,36.0,93.0,C,1.54,23.233260246247262
30.0,M,174.1,70.7,18.0,72.0,130.0,37.4,17.9,50.0,230.0,C,1.7409999999999999,23.325011769728363
21.0,F,161.0,45.2,17.4,75.0,126.0,27.2,22.0,40.0,187.0,A,1.61,17.437598858068746
41.0,M,168.1,60.1,18.0,86.0,142.0,41.7,12.2,42.0,195.0,B,1.681,21.268606934556743
63.0,M,168.6,56.6,21.3,77.0,158.0,39.3,7.1,20.0,167.0,C,1.686,19.911376783756822
32.0,M,169.7,70.2,23.4,84.0,124.0,51.2,18.1,45.0,232.0,B,1.6969999999999998,24.37661664367325
31.0,M,172.4,84.7,27.9,69.0,134.0,44.9,6.8,33.0,182.0,D,1.724,28.4976394399255
26.0,F,160.0,63.56,32.0,79.0,130.0,23.7,17.1,23.0,128.0,D,1.6,24.828124999999996
25.0,M,174.1,71.7,7.5,55.0,130.0,44.3,16.9,61.0,240.0,B,1.7409999999999999,23.654927070573176
37.0,M,171.1,69.6,22.2,85.0,134.0,46.8,6.6,38.0,230.0,C,1.7109999999999999,23.77438112314139
24.0,F,165.4,53.1,18.4,69.0,124.0,25.6,18.1,47.0,186.0,B,1.6540000000000001,19.409909508150697
25.0,M,168.5,74.1,23.0,79.0,120.0,45.4,16.2,50.0,204.0,C,1.685,26.098671292342097
29.0,M,173.1,68.6,14.3,64.0,104.0,45.5,10.1,58.0,232.0,B,1.7309999999999999,22.894437619499122
24.0,M,165.3,59.8,13.8,88.0,127.0,34.1,10.1,48.0,221.0,C,1.653,21.885449799060094
24.0,M,178.0,63.4,10.9,78.0,120.0,47.6,5.6,43.0,254.0,D,1.78,20.01009973488196
30.0,F,161.6,48.3,23.9,74.0,126.0,20.9,29.0,32.0,177.0,A,1.6159999999999999,18.495429369669644
49.0,M,160.4,47.7,14.8,82.0,129.0,37.4,12.9,31.0,212.0,C,1.604,18.53999664181193
32.0,M,177.8,72.5,18.7,72.0,125.0,51.8,17.7,55.0,239.0,A,1.778,22.933719336826428
21.0,F,167.4,72.18,40.0,82.0,133.0,18.7,-4.0,21.0,94.0,D,1.6740000000000002,25.757634151668142
